1140,4
1141,1
1143,1
1145,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,2
1156,1
1157,2
1159,1
1162,1
1163,1
1165,1
1166,2
1167,1
1170,2
1171,2
1172,1
1173,3
1174,1
1175,2
1177,1
1179,3
1182,1
1183,1
1186,1
1187,1
1189,3
1190,1
1191,1
1192,1
1196,1
1198,2
1200,1
1204,2
1205,3
1206,1
1207,2
1209,1
1211,2
1212,1
1213,4
1216,1
1217,1
1221,1
1222,1
1223,1
1227,1
1229,1
1230,2
1233,1
1239,2
1240,1
1241,1
1245,1
1246,2
1251,1
1252,1
1253,1
1255,1
1256,1
1257,2
1258,1
1261,1
1263,1
1266,1
1267,1
1270,1
1271,1
1272,1
1273,1
1275,1
1278,1
1279,1
1281,3
1282,1
1284,2
1285,1
1287,1
1293,2
1294,1
1300,1
1309,1
1311,1
1312,1
1313,1
1318,1
1323,1
1324,1
1327,1
1328,1
1331,1
1332,1
1333,1
1336,1
1337,2
1339,1
1341,2
1344,2
1348,2
1349,1
1350,1
1353,1
1355,1
1358,2
1360,2
1365,1
1366,1
1367,1
1369,1
1370,1
1372,1
1373,1
1374,3
1376,1
1379,1
1380,2
1381,3
1382,1
1384,2
1385,1
1387,1
1388,1
1389,1
1391,2
1393,1
1394,1
1396,2
1397,2
1399,1
1400,1
1401,1
1402,2
1406,2
1407,1
1408,1
1409,2
1412,2
1414,1
1415,1
1419,1
1421,1
1422,1
1427,3
1428,2
1434,1
1435,1
1436,2
1437,1
1438,2
1439,1
1440,1
1442,1
1443,1
1444,1
1445,1
1447,1
1448,4
1450,2
1451,2
1452,1
1455,1
1456,1
1457,1
1458,2
1459,1
1461,1
1463,1
1464,1
1472,2
1473,1
1474,2
1475,1
1478,3
1481,2
1482,1
1483,3
1485,1
1488,1
1489,1
1492,1
1493,1
1494,2
1497,2
1499,1
1500,2
1501,1
1504,1
1505,1
1507,1
1509,2
1510,2
1511,3
1512,2
1515,3
1516,1
1518,3
1519,2
1520,1
1521,2
1523,2
1524,1
1525,2
1528,3
1531,2
1532,2
1533,1
1534,1
1535,1
1536,1
1538,1
1539,2
1540,1
1541,2
1543,2
1544,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,3
1553,2
1554,2
1555,1
1558,2
1560,2
1561,1
1563,1
1564,1
1566,1
1567,3
1568,1
1571,2
1572,1
1573,1
1574,1
1575,2
1579,1
1580,5
1582,1
1583,1
1584,1
1585,1
1586,3
1590,1
1591,1
1592,1
1593,1
1594,1
1595,2
1596,3
1597,1
1600,2
1601,2
1602,2
1603,1
1604,2
1605,1
1607,1
1609,1
1610,2
1611,2
1612,2
1614,2
1617,2
1618,1
1620,1
1622,2
1625,2
1626,1
1629,3
1630,1
1633,1
1634,1
1639,3
1640,1
1641,5
1642,3
1643,1
1645,5
1646,1
1648,3
1649,1
1650,1
1651,5
1652,2
1653,4
1654,2
1655,1
1657,1
1658,2
1659,3
1660,1
1661,1
1662,2
1663,1
1664,2
1665,3
1669,2
1670,1
1672,2
1674,1
1677,1
1679,1
1680,1
1681,1
1684,2
1685,1
1686,1
1687,2
1688,2
1689,2
1692,1
1693,2
1696,3
1697,1
1701,1
1703,1
1708,2
1709,1
1712,1
1714,1
1717,1
1718,1
1727,1
1729,1
1730,1
1731,2
1733,1
1739,1
1740,1
1741,1
1743,1
1744,2
1745,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1754,1
1756,1
1757,1
1758,2
1762,1
1763,2
1765,2
1766,1
1768,1
1769,1
1773,1
1778,1
1779,1
1780,1
1781,1
1782,2
1784,1
1785,1
1787,1
1792,1
1793,1
1794,1
1797,1
1798,2
1799,1
1800,1
1806,2
1808,1
1809,1
1812,1
1819,1
1820,1
1828,3
1836,1
1838,1
1841,3
1843,3
1846,1
1847,2
1851,1
1852,1
1853,1
1854,1
1855,3
1859,1
1860,1
1864,2
1866,1
1867,1
1868,1
1869,1
1871,1
1872,2
1873,2
1875,1
1877,1
1881,1
1884,1
1886,1
1888,3
1890,1
1893,1
1895,1
1897,1
1899,1
1900,1
1904,1
1905,2
1906,3
1907,1
1908,1
1910,1
1912,1
1917,1
1924,1
1925,1
1926,1
1929,1
1930,2
1932,1
1940,1
1943,1
1946,1
1948,2
1953,2
1956,1
1958,2
1963,2
1964,1
1969,1
1970,2
1972,2
1973,1
1974,1
1977,1
1985,1
1987,1
1988,2
1992,1
2005,2
2011,1
2012,3
2013,1
2016,1
2017,1
2018,4
2020,1
2021,3
2022,1
2023,3
2024,3
2025,2
2026,2
2031,2
2032,2
2033,1
2034,2
2036,1
2037,1
2038,3
2039,1
2042,2
2043,1
2044,1
2046,1
2047,2
2048,2
2049,1
2051,1
2052,1
2057,1
2059,2
2061,1
2062,2
2064,1
2067,1
2069,2
2074,1
2078,1
2080,2
2082,2
2085,1
2090,1
2092,1
2093,1
2094,2
2098,1
2100,2
2101,2
2103,2
2106,1
2107,1
2109,1
2111,1
2113,1
2114,1
2117,1
2120,2
2121,2
2122,1
2123,1
2126,4
2127,1
2129,2
2131,1
2132,2
2133,2
2134,2
2137,1
2139,2
2140,1
2143,3
2145,1
2148,1
2149,1
2151,1
2152,1
2153,3
2154,5
2155,1
2156,1
2157,2
2158,1
2159,1
2160,1
2162,1
2163,1
2166,2
2168,1
2171,2
2172,1
2173,2
2174,1
2175,1
2179,1
2181,1
2185,1
2188,1
2191,1
2192,1
2193,1
2198,2
2199,2
2201,2
2202,1
2208,1
2211,1
2212,1
2213,1
2217,1
2218,2
2221,2
2222,1
2223,1
2225,1
2226,1
2227,1
2230,2
2231,2
2234,2
2235,1
2236,1
2237,1
2239,1
2240,2
2243,1
2247,1
2249,1
2251,1
2254,3
2255,1
2259,1
2260,1
2270,1
2271,1
2274,1
2275,1
2295,1
2297,1
2305,2
2307,1
2309,1
2310,1
2317,1
2319,1
2323,1
2328,1
2331,1
2332,1
2335,1
2336,1
2339,1
2341,1
2342,1
2343,1
2344,2
2345,2
2346,1
2348,1
2351,1
2352,1
2353,1
2354,3
2355,1
2365,1
2366,1
2370,1
2374,1
2376,1
2377,2
2384,1
2386,1
2388,1
2389,1
2391,1
2400,2
2403,2
2406,1
2407,1
2412,1
2415,1
2416,1
2418,2
2421,2
2422,1
2427,1
2428,1
2429,1
2431,1
2432,1
2433,1
2434,1
2435,3
2436,2
2438,3
2441,1
2442,1
2443,1
2444,1
2454,2
2455,1
2457,2
2462,2
2464,1
2465,1
2468,1
2471,1
2475,2
2477,2
2481,1
2485,1
2488,2
2493,2
2494,1
2504,2
2506,1
2507,1
2508,1
2509,3
2510,3
2512,2
2513,2
2515,2
2516,2
2517,2
2518,1
2519,2
2521,3
2522,2
2524,1
2525,1
2526,3
2528,2
2531,2
2532,6
2533,2
2534,2
2535,2
2538,3
2539,3
2540,1
2541,3
2543,2
2544,1
2545,2
2550,1
2552,4
2556,1
2559,1
2560,2
2561,1
2565,1
2566,1
2568,2
2572,2
2574,1
2580,2
2581,1
2583,1
2590,1
2591,2
2592,1
2593,1
2595,1
2600,2
2602,2
2603,1
2605,1
2607,2
2608,1
2609,1
2610,1
2614,1
2616,1
2617,2
2619,1
2620,2
2622,1
2626,2
2633,1
2634,1
2635,1
2640,1
2645,1
2646,5
2647,3
2648,2
2649,4
2651,2
2653,2
2654,2
2656,2
2658,1
2659,2
2660,1
2665,1
2667,2
2672,1
2678,1
2680,2
2681,1
2682,1
2689,1
2691,1
2692,1
2697,1
2699,1
2701,1
2702,1
2712,1
2716,1
2719,1
2721,1
2722,2
2724,2
2730,1
2732,1
2733,1
2734,1
2735,3
2737,1
2740,2
2741,1
2742,1
2748,3
2753,1
2755,1
2765,2
2766,1
2769,2
2771,2
2772,3
2773,1
2777,4
2780,1
2781,1
2782,1
2788,4
2789,1
2790,1
2795,1
2797,1
2800,1
2802,1
2804,1
2805,1
2806,1
2807,1
2808,1
2810,2
2811,1
2812,1
2813,1
2814,1
2816,2
2821,1
2824,1
2825,1
2827,1
2837,1
2849,1
2853,1
2855,1
2856,1
2858,2
2859,1
2862,2
2867,1
2868,2
2871,1
2872,1
2881,1
2883,1
2885,1
2886,2
2888,1
2889,1
2891,2
2894,1
2895,1
2896,3
2898,1
2899,5
2900,2
2901,1
2904,2
2905,1
2906,1
2909,2
2913,1
2914,2
2915,1
2920,1
2921,1
2922,1
2926,2
2928,2
2929,2
2930,1
2939,1
2940,1
2942,1
2944,2
2945,1
2946,1
2947,2
2951,3
2952,1
2955,1
2956,4
2957,2
2958,1
2959,1
2961,1
2962,1
2963,1
2964,4
2965,1
2966,3
2967,3
2968,2
2969,2
2973,1
2974,1
2975,2
2983,1
2984,1
2987,1
2990,1
2991,1
2993,1
2994,1
2996,2
3001,1
3004,1
3005,2
3006,1
3007,1
3009,2
3011,1
3012,1
3016,1
3017,1
3018,1
3019,1
3021,1
3022,1
3024,2
3025,2
3030,1
3032,1
3035,1
3036,2
3037,2
3039,1
3045,2
3047,1
3048,2
3055,1
3056,1
3061,1
3063,1
3064,1
3076,1
3080,1
3086,2
3091,2
3092,1
3093,1
3097,1
3098,1
3101,1
3103,2
3104,1
3105,1
3106,1
3107,1
3111,1
3113,1
3116,1
3117,2
3119,3
3120,1
3122,1
3123,1
3124,5
3125,5
3126,3
3127,3
3128,3
3129,2
3131,1
3132,3
3133,1
3134,1
3135,2
3136,1
3137,2
3138,1
3139,3
3140,1
3141,2
3142,2
3143,1
3144,2
3145,1
3146,1
3147,1
3150,1
3151,2
3152,3
3153,1
3154,2
3155,1
3158,1
3159,1
3161,1
3164,3
3167,1
3168,1
3169,1
3171,1
3173,2
3181,2
3182,1
3186,1
3187,1
3188,1
3190,1
3194,3
3195,1
3196,1
3200,2
3202,1
3205,2
3208,1
3209,1
3212,2
3213,1
3214,2
3215,1
3216,1
3217,1
3219,1
3220,1
3222,1
3224,1
3226,1
3228,1
3230,1
3237,1
3239,1
3242,1
3246,2
3247,1
3249,1
3250,1
3254,1
3255,2
3257,1
3258,1
3264,1
3272,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,2
3280,3
3281,2
3282,3
3284,1
3285,2
3287,3
3288,2
3289,3
3290,2
3291,1
3292,1
3295,2
3296,1
3297,1
3298,1
3301,2
3302,1
3303,1
3304,3
3306,2
3308,1
3309,2
3311,1
3312,1
3313,1
3315,1
3316,1
3319,1
3320,1
3321,2
3325,1
3326,2
3328,1
3330,1
3333,1
3334,1
3335,1
3336,2
3338,1
3342,2
3346,1
3349,3
3362,2
3363,2
3370,1
3371,1
3372,1
3373,2
3375,1
3376,1
3379,1
3380,2
3381,1
3382,2
3383,1
3384,1
3385,1
3388,2
3390,2
3391,2
3393,1
3396,1
3397,1
3401,1
3402,1
3403,1
3404,1
3405,2
3408,1
3410,1
3411,1
3413,1
3414,1
3417,1
3421,2
3423,1
3425,1
3426,1
3428,2
3432,1
3433,1
3434,2
3441,1
3444,1
3446,1
3447,1
3448,1
3449,2
3450,1
3451,2
3453,2
3454,1
3455,2
3457,1
3460,1
3461,1
3462,1
3463,2
3466,1
3472,2
3474,2
3475,1
3477,2
3478,1
3479,1
3480,1
3483,4
3484,1
3485,2
3489,1
3490,2
3493,1
3494,2
3497,2
3498,1
3500,1
3502,2
3504,1
3505,1
3510,2
3514,2
3515,1
3516,3
3523,1
3524,3
3525,1
3529,1
3535,1
3541,1
3542,2
3543,1
3545,1
3547,1
3548,1
3549,1
3552,1
3553,1
3557,1
3558,1
3561,1
3562,1
3565,1
3566,3
3568,2
3569,2
3570,2
3573,1
3574,3
3576,1
3577,2
3579,1
3580,1
3581,1
3582,1
3583,2
3584,1
3587,1
3588,4
3592,1
3594,1
3599,1
3603,1
3607,1
3610,1
3612,1
3613,1
3614,1
3615,2
3618,2
3620,2
3622,1
3624,1
3630,2
3633,1
3636,1
3637,1
3638,1
3644,1
3645,2
3646,1
3648,2
3649,1
3650,3
3653,3
3654,1
3655,4
3656,3
3657,3
3658,7
3659,2
3660,2
3661,5
3662,2
3663,2
3664,3
3665,5
3667,2
3668,2
3669,1
3671,2
3672,1
3674,4
3678,1
3679,1
3684,1
3686,1
3688,1
3691,1
3695,1
3701,1
3703,3
3704,3
3706,1
3707,5
3708,3
3709,2
3710,3
3711,2
3714,2
3716,1
3717,1
3718,1
3720,1
3722,1
3723,2
3726,1
3727,2
3728,1
3731,1
3740,2
3741,1
3744,1
3745,1
3746,1
3748,2
3749,4
3751,1
3752,3
3753,2
3754,4
3755,2
3756,4
3757,4
3758,2
3759,4
3761,2
3762,1
3763,2
3764,1
3765,1
3766,1
3767,1
3768,2
3774,1
3775,1
3778,2
3779,1
3780,1
3781,1
3782,2
3784,2
3787,1
3788,1
3791,1
3794,2
3797,2
3801,1
3802,1
3805,1
3807,1
3808,1
3811,1
3813,1
3817,2
3822,1
3824,1
3832,1
3833,1
3839,1
3840,1
3841,1
3843,3
3844,1
3845,1
3847,1
3850,1
3851,1
3852,1
3853,2
3856,1
3863,1
3865,1
3871,3
3873,1
3876,1
3877,1
3880,2
3885,1
3887,2
3889,1
3895,1
3901,1
3902,1
3903,1
3905,4
3906,1
3907,3
3909,4
3910,1
3911,2
3912,3
3914,1
3915,1
3916,2
3917,2
3919,1
3922,1
3924,3
3925,1
3927,2
3929,1
3931,1
3937,1
3938,1
3939,1
3941,2
3942,1
3951,3
3952,2
3957,1
3958,1
3959,1
3962,1
3963,2
3965,1
3966,2
3967,1
3970,3
3972,1
3974,1
3976,2
3978,1
3979,1
3982,1
3983,1
3985,2
3989,1
3990,1
3993,2
3994,1
3996,1
4000,1
4003,1
4005,1
4006,2
4011,1
4012,1
4014,2
4015,1
4016,1
4023,1
4024,1
4030,1
4033,1
4039,2
4044,2
4047,1
4048,6
4049,1
4050,1
4051,2
4052,2
4053,1
4054,2
4056,2
4057,2
4058,1
4059,3
4062,1
4063,2
4067,1
4069,2
4072,1
4073,3
4074,3
4075,1
4077,3
4078,2
4079,2
4080,2
4081,3
4082,2
4083,2
4084,2
4088,1
4091,1
4092,1
4094,2
4095,2
4096,1
4099,2
4101,3
4102,1
4104,1
4105,2
4106,2
4107,1
4110,2
4111,1
4112,1
4113,1
4114,2
4115,2
4118,3
4120,1
4123,1
4124,1
4126,1
4128,1
4130,1
4134,1
4136,1
4139,1
4141,2
4142,2
4143,1
4146,1
4148,1
4150,2
4154,1
4157,1
4158,1
4159,1
4161,1
4163,1
4164,1
4165,1
4167,2
4172,1
4173,2
4175,1
4176,1
4179,1
4180,1
4187,1
4195,1
4196,2
4197,2
4198,1
4199,3
4200,1
4201,1
4202,1
4203,1
4204,1
4206,1
4207,2
4208,1
4209,1
4212,1
4213,1
4219,3
4220,7
4221,2
4224,2
4225,2
4226,1
4228,3
4233,2
4236,1
4240,1
4242,1
4243,1
4245,1
4246,2
4247,1
4251,2
4253,1
4254,1
4258,1
4266,1
4270,1
4276,2
4277,2
4280,1
4286,2
4287,1
4295,1
4302,2
4308,1
4314,1
4319,1
4320,1
4325,1
4326,1
4327,1
4332,1
4341,1
4342,1
4357,1
4358,1
4360,2
4361,3
4362,1
4364,2
4367,2
4368,1
4369,2
4370,2
4372,1
4377,1
4378,2
4381,3
4383,1
4386,1
4387,2
4389,1
4390,1
4391,1
4395,1
4396,2
4402,1
4403,2
4406,1
4407,1
4410,1
4413,1
4417,1
4424,3
4427,1
4428,2
4429,1
4430,2
4433,1
4435,1
4438,2
4439,1
4444,1
4448,2
4449,1
4450,1
4451,3
4452,3
4455,1
4461,2
4464,2
4469,1
4473,1
4476,1
4479,1
4480,1
4482,2
4484,1
4505,1
4507,1
4510,1
4511,1
